,Player,Pos,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age at First Season,Age at Last Season,Num Season(s),MVP(s)
1774,Timothé Luwawu-Cabarrot,SF,['PHI' 'TOT' 'OKC' 'CHI' 'BRK' 'ATL'],47.2,8.4,15.0,1.8,4.8,38.1,0.9,2.7,32.2,1.0,2.0,45.6,47.3,0.9,1.0,79.5,0.3,1.6,2.0,0.8,0.4,0.1,0.6,1.7,5.5,21,26,6,0
1775,Sheldon Mac,SG,WAS,30.0,3.0,9.6,1.0,2.5,40.0,0.2,1.0,23.3,0.8,1.5,51.1,44.7,0.8,0.9,85.2,0.1,1.0,1.1,0.5,0.3,0.1,0.2,0.6,3.0,24,24,1,0
1776,Thon Maker,C,['MIL' 'TOT' 'DET' 'CLE'],46.7,10.0,13.6,1.6,3.7,44.7,0.5,1.6,28.3,1.1,2.1,53.2,51.2,1.0,1.3,70.0,0.8,2.0,2.8,0.6,0.3,0.7,0.5,1.6,4.6,19,23,5,0
1777,Patrick McCaw,SG,['GSW' 'TOT' 'CLE' 'TOR'],32.6,6.3,15.4,1.1,2.8,47.6,0.3,1.2,30.0,0.7,1.6,53.4,53.3,0.4,0.5,83.4,0.3,1.2,1.4,1.2,0.7,0.1,0.6,1.1,2.9,21,25,5,0
1778,Rodney McGruder,SG,['MIA' 'LAC' 'DET'],47.5,20.0,18.0,2.1,4.8,44.5,0.8,2.4,37.3,1.3,2.5,51.4,53.5,0.4,0.7,64.7,0.7,1.8,2.5,1.1,0.5,0.2,0.5,1.3,5.6,25,30,6,0
1779,Dejounte Murray,PG,SAS,64.0,49.8,24.5,4.8,10.6,45.0,0.6,2.0,33.4,4.1,8.6,47.4,48.0,1.6,2.0,75.8,0.9,4.7,5.6,4.6,1.3,0.3,1.8,1.8,11.8,20,25,5,0
1780,Jamal Murray,PG,DEN,69.0,54.2,30.7,6.2,13.9,44.5,2.0,5.4,36.7,4.2,8.4,49.7,51.8,2.4,2.8,87.7,0.8,2.9,3.7,4.0,1.0,0.3,2.0,1.9,16.9,19,23,5,0
1781,Maurice Ndour,PF,NYK,32.0,4.0,10.3,1.2,2.7,45.3,0.0,0.2,14.3,1.2,2.5,48.1,45.9,0.6,0.8,73.1,0.7,1.3,2.0,0.3,0.5,0.3,0.4,0.9,3.1,24,24,1,0
1782,Georges Niang,PF,['IND' 'UTA' 'PHI'],50.8,3.0,11.5,1.7,4.0,40.0,1.0,2.6,28.7,0.7,1.4,49.6,49.4,0.3,0.4,83.4,0.3,1.5,1.7,0.6,0.2,0.1,0.5,1.1,4.6,23,28,6,0
1783,David Nwaba,SF,['LAL' 'CHI' 'CLE' 'BRK' 'HOU'],39.5,8.3,18.7,2.5,5.0,50.5,0.4,1.2,31.2,2.1,3.8,55.9,54.5,1.3,2.0,67.5,0.9,2.5,3.4,0.9,0.7,0.5,0.6,1.8,6.6,24,29,6,0
1784,Daniel Ochefu,C,WAS,19.0,0.0,3.9,0.6,1.4,44.4,0.0,0.0,,0.6,1.4,44.4,44.4,0.0,0.1,0.0,0.3,0.9,1.2,0.2,0.1,0.0,0.2,0.9,1.3,23,23,1,0
1785,Chinanu Onuaku,C,HOU,3.0,0.5,16.2,1.5,3.2,55.7,0.0,0.0,,1.5,3.2,55.7,55.7,0.4,0.4,100.0,0.7,2.3,3.0,0.8,0.3,0.1,1.9,2.6,3.4,20,21,2,0
1786,Georgios Papagiannis,C,['SAC' 'TOT' 'POR'],14.0,0.0,8.7,1.4,2.7,59.8,0.0,0.0,0.0,1.4,2.6,60.1,59.8,0.1,0.2,85.7,0.9,1.4,2.3,0.5,0.6,0.4,0.5,0.9,2.9,19,20,2,0
1787,Gary Payton II,PG,['MIL' 'TOT' 'LAL' 'WAS' 'GSW'],20.6,5.6,10.9,1.6,3.3,50.0,0.3,1.2,30.8,1.2,2.1,60.3,55.0,0.2,0.4,51.7,0.5,1.4,2.0,1.1,0.7,0.2,0.6,1.3,3.7,24,29,6,0
1788,Marshall Plumlee,C,['NYK' 'MIL'],14.5,0.5,7.3,0.4,0.9,43.3,0.0,0.0,,0.4,0.9,43.3,43.3,1.0,1.4,58.6,0.8,1.5,2.2,0.4,0.1,0.2,0.5,1.2,1.8,24,25,2,0
1789,Jakob Poeltl,C,['TOR' 'SAS'],69.3,27.3,20.0,3.2,5.1,62.4,0.0,0.0,75.0,3.2,5.1,62.4,62.4,0.8,1.6,52.3,2.5,3.6,6.0,1.4,0.5,1.2,1.0,2.3,7.2,21,26,6,0
1790,Alex Poythress,PF,['PHI' 'IND' 'ATL'],17.3,0.7,15.0,2.2,4.6,46.0,0.5,1.6,35.7,1.7,3.1,51.5,52.3,0.7,1.0,71.0,1.2,1.9,3.0,0.6,0.3,0.3,0.4,1.7,5.6,23,25,3,0
1791,Taurean Prince,PF,['ATL' 'BRK' 'TOT' 'CLE' 'MIN'],51.4,28.5,23.1,3.5,8.4,41.3,1.6,4.2,37.2,1.9,4.2,45.5,50.5,1.5,1.8,82.3,0.5,3.2,3.7,1.7,0.8,0.5,1.4,2.0,10.0,22,27,6,0
1792,Tim Quarterman,SG,['POR' 'HOU'],9.5,0.0,4.6,0.6,1.4,39.1,0.2,0.8,19.2,0.4,0.6,75.0,43.4,0.4,0.4,50.0,0.2,0.8,1.0,0.5,0.0,0.1,0.7,0.4,1.6,22,23,2,0
1793,Chasson Randle,PG,['TOT' 'PHI' 'NYK' 'WAS' 'GSW' 'ORL'],24.2,1.2,13.7,1.4,3.8,34.4,0.7,2.0,29.8,0.8,1.8,39.3,42.2,1.4,1.6,86.8,0.2,1.0,1.2,1.5,0.4,0.1,0.7,1.5,4.9,23,27,4,0
1794,Malachi Richardson,SG,['SAC' 'TOT' 'TOR'],19.2,1.6,8.8,1.0,2.7,37.7,0.4,1.3,24.3,0.7,1.4,49.1,44.3,0.5,0.6,78.4,0.1,0.9,1.0,0.3,0.2,0.0,0.3,0.7,2.8,21,23,3,0
1795,Domantas Sabonis,PF,['OKC' 'IND' 'TOT' 'SAC'],59.6,42.0,30.4,6.2,11.3,53.6,0.4,1.5,33.1,5.7,9.9,56.8,55.7,3.1,4.2,72.5,2.5,7.6,10.2,4.2,0.8,0.4,2.6,3.2,15.9,20,25,6,0
1796,Dario Šarić,PF,['PHI' 'TOT' 'MIN' 'PHO'],62.4,35.1,25.3,4.0,9.3,43.5,1.4,4.1,35.1,2.6,5.2,49.9,51.2,1.8,2.2,85.6,1.5,4.3,5.8,1.9,0.6,0.2,1.5,2.2,11.3,22,26,5,0
1797,Tomáš Satoranský,SG,['WAS' 'CHI' 'TOT' 'NOP' 'SAS'],49.2,21.7,19.2,2.0,4.4,44.0,0.4,1.3,30.3,1.5,3.0,49.7,48.5,1.2,1.6,79.6,0.6,1.9,2.5,3.5,0.6,0.1,1.1,1.4,5.6,25,30,6,0
1798,Wayne Selden,SG,['TOT' 'NOP' 'MEM' 'CHI' 'NYK'],27.0,5.6,16.5,2.1,4.9,41.9,0.7,2.2,35.2,1.3,2.8,50.2,51.0,0.9,1.4,65.6,0.3,1.3,1.6,1.1,0.4,0.1,0.9,1.4,5.8,22,27,4,0
1799,Pascal Siakam,PF,TOR,66.7,51.0,29.5,6.1,12.5,49.4,1.0,3.0,28.9,5.1,9.5,54.4,52.7,2.8,3.6,74.4,1.4,4.9,6.3,3.1,0.9,0.7,1.8,2.7,15.9,22,27,6,0
1800,Diamond Stone,C,LAC,7.0,0.0,3.4,0.4,1.9,23.1,0.0,0.0,,0.4,1.9,23.1,23.1,0.6,0.6,100.0,0.1,0.7,0.9,0.0,0.0,0.1,0.3,0.7,1.4,19,19,1,0
1801,Isaiah Taylor,PG,['HOU' 'ATL'],35.5,4.5,15.2,1.3,3.8,28.0,0.2,0.8,12.5,1.2,2.9,33.1,29.4,0.9,1.3,60.1,0.3,0.8,1.1,2.0,0.4,0.2,0.6,1.6,3.7,22,23,2,0
1802,Mike Tobey,C,CHO,2.0,0.0,12.5,0.5,2.0,25.0,0.0,0.0,,0.5,2.0,25.0,25.0,0.0,0.0,,1.0,0.5,1.5,0.5,0.0,0.0,0.5,1.0,1.0,22,22,1,0
1803,Tyler Ulis,PG,['PHO' 'CHI'],44.3,19.3,14.3,2.0,5.0,40.4,0.3,1.1,27.7,1.7,3.9,44.0,43.6,0.7,0.9,80.4,0.2,0.9,1.1,2.7,0.6,0.1,1.0,1.0,5.0,21,23,3,0
1804,Jarrod Uthoff,PF,['DAL' 'TOT' 'MEM' 'WAS'],5.8,0.0,9.2,1.3,3.1,37.4,0.4,1.2,31.6,0.8,1.8,43.1,44.0,0.4,0.4,90.5,0.4,0.9,1.3,0.2,0.2,0.1,0.1,0.4,3.3,23,26,2,0
1805,Denzel Valentine,SG,['CHI' 'TOT' 'CLE' 'UTA'],40.0,6.4,14.6,2.0,5.1,40.0,1.1,3.1,36.4,0.9,2.0,47.8,52.0,0.2,0.2,80.4,0.3,2.3,2.6,1.2,0.5,0.1,0.8,1.4,5.3,23,28,5,0
1806,Fred VanVleet,PG,TOR,58.0,33.2,27.6,4.5,11.2,39.9,2.2,5.8,38.4,2.3,5.4,41.8,49.0,2.1,2.4,85.0,0.4,2.7,3.1,4.8,1.2,0.4,1.6,1.9,13.3,22,27,6,0
1807,Okaro White,PF,['MIA' 'WAS'],14.7,1.3,9.6,0.7,2.0,27.2,0.3,1.2,23.9,0.4,0.8,49.8,33.7,0.3,0.4,78.8,0.5,1.1,1.6,0.3,0.2,0.2,0.2,0.8,2.0,24,26,3,0
1808,Isaiah Whitehead,PG,BRK,44.5,13.0,16.9,2.6,6.2,43.4,0.5,1.6,34.2,2.2,4.6,46.6,47.6,1.0,1.4,74.4,0.4,1.8,2.0,2.0,0.6,0.3,1.7,1.9,6.8,21,22,2,0
1809,Troy Williams,SF,['TOT' 'MEM' 'HOU' 'NYK' 'SAC'],17.6,4.9,15.7,2.3,5.2,42.6,0.6,2.1,26.5,1.7,3.1,54.6,47.7,0.7,1.1,63.1,0.8,1.9,2.6,0.7,0.8,0.2,0.8,1.8,5.9,22,24,3,0
1810,Kyle Wiltjer,PF,HOU,14.0,0.0,3.1,0.3,1.0,28.6,0.3,0.9,30.8,0.0,0.1,0.0,42.9,0.1,0.1,50.0,0.3,0.4,0.7,0.1,0.2,0.1,0.4,0.3,0.9,24,24,1,0
1811,Stephen Zimmerman,C,ORL,19.0,0.0,5.7,0.5,1.6,32.3,0.0,0.0,,0.5,1.6,32.3,32.3,0.2,0.3,60.0,0.6,1.3,1.8,0.2,0.1,0.3,0.2,0.9,1.2,20,20,1,0
1812,Paul Zipser,SF,CHI,49.0,15.0,17.2,1.8,4.6,37.2,0.8,2.2,33.4,1.0,2.6,40.3,44.9,0.6,0.7,76.8,0.2,2.4,2.6,0.8,0.4,0.4,0.8,1.7,4.8,22,23,2,0
1813,Ivica Zubac,C,['LAL' 'TOT' 'LAC'],52.4,33.0,18.0,3.3,5.7,57.5,0.0,0.0,6.2,3.3,5.7,57.7,57.5,1.6,2.1,76.0,2.0,4.1,6.1,1.1,0.3,0.8,1.0,2.2,8.2,19,24,6,0
1814,Bam Adebayo,C,MIA,68.6,47.8,28.6,5.3,9.5,55.4,0.0,0.1,11.9,5.3,9.3,56.2,55.5,3.3,4.5,74.0,2.1,6.2,8.4,3.5,1.0,0.9,2.1,2.5,13.9,20,24,5,0
1815,Jarrett Allen,C,['BRK' 'TOT' 'CLE'],57.7,45.9,27.4,4.5,7.2,63.0,0.1,0.3,20.0,4.5,6.9,64.4,63.4,2.8,4.0,71.0,2.9,6.3,9.2,1.5,0.6,1.4,1.4,1.9,11.9,19,23,5,0
1816,Kadeem Allen,PG,['BOS' 'NYK'],15.7,0.7,13.2,1.9,4.3,38.9,0.5,1.4,26.2,1.4,3.0,50.1,42.8,1.1,1.5,73.1,0.3,1.1,1.4,2.3,0.5,0.2,0.9,1.3,5.3,25,27,3,0
1817,Ike Anigbogu,C,IND,7.0,0.0,2.4,0.2,0.9,22.2,0.0,0.0,,0.2,0.9,22.2,22.2,0.2,0.2,83.3,0.4,0.6,0.9,0.2,0.0,0.3,0.2,0.0,0.6,19,20,2,0
1818,OG Anunoby,SF,TOR,64.5,46.0,26.5,3.8,8.4,46.8,1.4,3.9,36.4,2.4,4.4,56.8,55.6,1.0,1.4,66.8,1.0,3.0,4.0,1.4,1.1,0.4,1.0,2.2,10.2,20,24,4,0
1819,Ryan Arcidiacono,PG,CHI,42.0,1.3,13.0,1.1,2.7,41.4,0.6,1.7,35.1,0.5,1.0,57.3,52.7,0.3,0.5,73.1,0.1,1.3,1.5,1.5,0.4,0.0,0.4,1.2,3.2,23,26,3,0
1820,Ron Baker,SG,['NYK' 'TOT'],18.3,0.3,11.0,0.5,1.6,26.3,0.2,0.9,17.4,0.3,0.7,40.1,31.3,0.5,0.6,81.2,0.1,0.7,0.8,1.3,0.6,0.1,0.4,1.3,1.5,24,25,2,0
1821,Wade Baldwin,PG,POR,11.5,0.0,8.6,1.3,2.6,48.5,0.4,0.6,51.1,1.0,1.9,47.9,54.8,0.7,1.0,66.4,0.1,0.9,1.0,0.8,0.2,0.1,0.8,1.2,3.6,21,22,2,0
1822,Lonzo Ball,PG,['LAL' 'NOP'],51.3,50.0,32.1,4.4,11.1,39.3,2.1,6.3,33.7,2.2,4.9,46.1,48.8,0.6,1.2,55.0,1.0,4.7,5.7,6.1,1.6,0.6,2.3,2.2,11.6,20,23,3,0
1823,Jordan Bell,C,['GSW' 'TOT' 'MIN' 'MEM' 'WAS' 'CHI'],21.8,2.0,10.9,1.1,2.6,41.2,0.1,0.3,17.5,1.0,2.3,41.3,43.6,0.5,0.8,64.2,1.0,2.0,3.0,1.0,0.4,0.7,0.7,1.3,2.8,23,27,5,0
1824,Khem Birch,C,['ORL' 'TOT' 'TOR'],47.0,13.9,19.6,2.4,4.5,52.0,0.1,0.4,12.2,2.2,4.1,54.5,52.8,1.3,1.8,69.6,2.2,2.9,5.1,1.1,0.6,0.7,0.6,1.7,6.0,25,29,5,0
1825,Jabari Bird,SG,BOS,13.0,1.0,8.8,1.2,2.0,57.7,0.2,0.5,42.9,0.9,1.5,63.2,63.5,0.5,1.0,46.2,0.5,1.0,1.5,0.6,0.2,0.1,0.6,0.5,3.0,23,23,1,0
1826,Antonio Blakeney,SG,CHI,38.0,1.5,15.5,2.8,7.2,39.5,0.7,2.2,34.2,2.2,5.1,42.2,44.4,1.2,1.7,71.4,0.2,1.6,1.8,0.9,0.3,0.2,0.6,0.8,7.6,21,22,2,0
1827,Bogdan Bogdanović,SG,['SAC' 'ATL'],63.2,30.4,28.7,5.3,12.0,44.2,2.5,6.3,38.6,2.9,5.7,50.3,54.2,1.4,1.7,83.2,0.5,3.0,3.5,3.4,1.0,0.2,1.5,2.2,14.5,25,29,5,0
1828,Chris Boucher,PF,['GSW' 'TOR'],46.2,4.6,13.1,2.3,5.0,37.9,0.7,2.2,26.5,1.7,2.8,57.9,43.6,1.3,1.6,80.4,1.3,2.8,4.1,0.4,0.4,0.9,0.4,1.6,6.6,25,29,5,0
1829,Tony Bradley,C,['UTA' 'TOT' 'PHI' 'OKC' 'CHI'],29.9,3.7,12.2,2.3,3.7,57.5,0.0,0.1,20.0,2.2,3.7,58.2,57.6,0.6,0.9,69.1,1.8,2.7,4.5,0.6,0.3,0.6,0.6,1.4,5.1,20,24,5,0
1830,Dillon Brooks,SF,MEM,54.4,49.0,26.7,5.3,12.5,42.0,1.4,4.3,34.8,3.8,8.3,45.6,47.9,2.0,2.5,79.0,0.7,2.1,2.8,1.9,0.9,0.3,1.5,3.2,14.1,22,26,5,0
1831,Sterling Brown,SG,['MIL' 'HOU' 'DAL'],52.8,5.8,16.8,2.0,4.8,41.3,0.9,2.6,35.3,1.1,2.2,48.1,50.8,0.5,0.6,82.1,0.6,2.8,3.3,1.0,0.5,0.1,0.7,1.4,5.4,22,26,5,0
1832,Thomas Bryant,C,['LAL' 'WAS'],34.0,21.6,18.8,3.8,6.4,54.9,0.5,1.6,31.1,3.2,4.9,65.6,58.8,1.3,1.8,72.4,1.3,3.6,4.9,1.2,0.3,0.7,0.8,1.8,9.4,20,24,5,0
1833,Alex Caruso,PG,['LAL' 'CHI'],45.0,7.4,20.8,2.2,5.2,42.4,0.8,2.1,37.0,1.4,3.1,46.6,49.8,1.2,1.6,73.4,0.6,2.0,2.6,2.8,1.1,0.3,1.3,1.9,6.4,23,27,5,0
1834,Tyler Cavanaugh,PF,['ATL' 'UTA'],25.0,0.5,8.4,1.0,2.4,37.0,0.4,1.4,28.0,0.6,1.0,47.8,44.8,0.3,0.4,90.5,0.8,1.3,2.0,0.4,0.1,0.0,0.2,1.0,2.8,23,24,2,0
1835,Gian Clavell,SG,DAL,7.0,0.0,9.1,0.9,2.6,33.3,0.9,2.1,40.0,0.0,0.4,0.0,50.0,0.3,0.3,100.0,0.1,0.9,1.0,0.4,0.3,0.0,0.3,1.1,2.9,24,24,1,0
1836,Antonius Cleveland,SG,['TOT' 'DAL' 'ATL'],11.2,0.0,7.0,0.6,1.3,38.1,0.2,0.4,43.8,0.3,1.0,30.4,45.2,0.3,0.4,69.2,0.2,0.6,0.8,0.1,0.3,0.3,0.5,1.5,1.6,23,25,2,0
1837,John Collins,PF,ATL,58.6,48.4,29.5,6.7,12.0,56.0,1.0,2.7,37.0,5.7,9.3,61.0,60.0,2.6,3.4,78.1,2.5,6.0,8.5,1.6,0.6,1.1,1.5,3.1,17.1,20,24,5,0
1838,Zach Collins,C,['POR' 'SAS'],45.5,4.0,19.4,2.4,5.3,45.8,0.5,1.6,33.8,1.9,3.7,51.1,51.0,1.0,1.3,73.5,1.5,3.3,4.8,1.4,0.4,0.7,1.2,2.5,6.4,20,24,4,0
1839,Kyle Collinsworth,SF,DAL,32.0,2.0,15.0,1.2,3.1,38.4,0.1,0.5,23.5,1.1,2.6,41.5,40.4,0.7,1.3,52.5,1.0,2.3,3.3,1.8,0.5,0.3,0.8,1.4,3.2,26,26,1,0
1840,Charles Cooke,SG,NOP,13.0,0.0,2.9,0.2,1.1,14.3,0.1,0.6,12.5,0.1,0.5,16.7,17.9,0.1,0.2,50.0,0.0,0.2,0.2,0.1,0.1,0.0,0.1,0.0,0.5,23,23,1,0
1841,Matt Costello,C,SAS,4.0,0.0,8.0,0.5,1.0,50.0,0.0,0.0,,0.5,1.0,50.0,50.0,0.0,0.0,,0.3,2.0,2.3,0.5,0.5,0.5,0.3,1.8,1.0,24,24,1,0
1842,Torrey Craig,SF,['DEN' 'TOT' 'MIL' 'PHO' 'IND'],47.6,13.0,18.0,2.2,4.8,45.4,0.8,2.4,33.7,1.4,2.4,57.4,53.8,0.4,0.6,69.3,1.1,2.6,3.7,1.0,0.5,0.5,0.6,1.9,5.6,27,31,5,0
1843,Tyler Dorsey,SG,['ATL' 'TOT' 'MEM'],38.0,6.8,15.6,2.4,6.0,39.3,1.0,3.1,32.9,1.4,3.0,45.2,47.6,0.8,1.3,64.5,0.5,1.9,2.4,1.3,0.3,0.0,0.6,1.1,6.6,21,22,2,0
1844,Damyean Dotson,SG,['NYK' 'CLE'],42.6,9.8,17.2,2.3,5.5,43.6,0.9,2.7,26.9,1.4,2.8,53.8,50.5,0.5,0.7,69.4,0.2,1.9,2.1,1.2,0.4,0.1,0.5,0.9,6.0,23,27,5,0
1845,Milton Doyle,SG,BRK,10.0,0.0,12.5,1.3,4.7,27.7,0.4,2.3,17.4,0.9,2.4,37.5,31.9,0.4,0.8,50.0,0.3,1.5,1.8,1.0,0.6,0.2,0.2,1.3,3.4,24,24,1,0
1846,PJ Dozier,SG,['OKC' 'BOS' 'DEN'],21.0,1.2,13.0,1.8,4.5,41.5,0.5,1.7,30.6,1.3,2.8,46.2,46.4,0.5,0.7,65.7,0.6,1.9,2.5,1.3,0.4,0.2,0.6,1.2,4.6,21,25,5,0
1847,Jawun Evans,PG,['LAC' 'TOT' 'PHO' 'OKC'],16.0,1.0,8.6,0.7,2.5,19.9,0.1,0.7,7.0,0.6,1.8,30.6,20.6,0.2,0.2,77.6,0.1,1.2,1.2,1.2,0.4,0.0,0.6,1.0,1.6,21,22,2,0
1848,Terrance Ferguson,SG,['OKC' 'PHI'],51.0,31.0,16.2,1.3,3.2,33.5,0.7,2.3,24.8,0.6,1.0,55.8,42.4,0.2,0.3,79.2,0.3,0.8,1.0,0.6,0.4,0.2,0.4,2.0,3.5,19,22,4,0
1849,De'Aaron Fox,PG,SAC,64.4,61.4,32.3,7.2,15.6,46.0,1.2,3.7,31.8,6.1,12.0,50.3,49.6,4.0,5.5,72.5,0.5,3.0,3.6,6.3,1.4,0.5,2.8,2.7,19.7,20,24,5,0
1850,Markelle Fultz,PG,['PHI' 'ORL'],26.2,17.2,23.0,4.3,9.9,43.1,0.3,1.1,20.8,4.0,8.8,45.4,44.5,1.4,1.9,69.5,0.7,2.5,3.2,4.6,1.0,0.3,1.8,2.0,10.2,19,23,5,0
1851,Josh Gray,PG,['PHO' 'NOP'],3.5,0.0,14.4,1.4,4.6,38.4,0.3,1.3,23.1,1.0,3.3,39.3,40.2,0.7,1.1,63.6,0.4,1.0,1.5,1.7,0.8,0.2,2.0,1.0,3.7,24,26,2,0
1852,Daniel Hamilton,SG,['OKC' 'ATL'],12.5,1.5,7.7,1.0,2.5,41.9,0.4,1.0,37.4,0.6,1.4,45.2,49.8,0.1,0.2,50.0,0.2,1.4,1.6,1.2,0.2,0.0,0.6,0.6,2.5,22,23,2,0
1853,Shaquille Harrison,SG,['PHO' 'CHI' 'TOT' 'UTA' 'DEN' 'BRK'],29.9,3.3,12.6,1.5,3.6,38.4,0.2,0.8,18.3,1.3,2.8,44.3,40.5,0.7,0.9,77.5,0.4,1.7,2.0,1.3,0.7,0.3,0.6,1.3,3.8,24,28,5,0
1854,Josh Hart,SG,['LAL' 'NOP' 'TOT' 'POR'],50.0,24.4,29.0,4.2,8.9,46.4,1.5,4.3,34.8,2.7,4.6,57.7,55.2,2.0,2.6,74.1,0.9,5.2,6.1,2.7,1.0,0.3,1.5,2.4,11.9,22,26,5,0
1855,Nigel Hayes,SF,['TOT' 'LAL' 'TOR' 'SAC'],4.5,0.0,10.8,1.1,3.0,48.8,0.4,1.5,35.4,0.6,1.4,59.6,63.7,0.2,0.3,44.4,0.3,1.4,1.7,0.6,0.2,0.2,0.2,0.6,2.8,23,23,1,0
1856,Reggie Hearn,SG,DET,3.0,0.0,2.3,0.3,0.7,50.0,0.3,0.7,50.0,0.0,0.0,,75.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26,26,1,0
1857,Myke Henry,SF,MEM,20.0,0.0,18.9,2.1,5.5,37.6,1.0,2.9,32.8,1.1,2.6,43.1,46.3,0.3,0.5,60.0,0.5,1.4,1.9,1.1,1.6,0.3,1.0,1.4,5.4,25,25,1,0
1858,Isaiah Hicks,PF,NYK,10.5,0.0,12.0,1.6,3.4,47.9,0.0,0.2,22.2,1.5,3.1,49.6,48.6,1.0,1.4,73.4,0.6,1.7,2.3,0.8,0.2,0.6,0.6,2.1,4.2,23,24,2,0
1859,John Holland,SF,CLE,12.5,0.0,4.2,0.4,1.2,28.8,0.2,0.8,30.6,0.2,0.5,26.1,38.1,0.2,0.2,69.2,0.2,0.4,0.5,0.1,0.2,0.0,0.2,0.2,1.2,29,30,2,0
1860,Vince Hunter,PF,MEM,4.0,0.0,1.8,0.8,1.3,60.0,0.0,0.0,,0.8,1.3,60.0,60.0,0.0,0.0,,0.5,0.3,0.8,0.0,0.0,0.3,0.3,0.0,1.5,23,23,1,0
1861,Andre Ingram,SG,LAL,3.0,0.0,17.9,2.0,5.0,23.5,1.2,2.6,27.8,0.8,2.4,18.8,30.9,0.8,0.8,100.0,0.4,1.4,1.8,1.8,0.9,0.8,0.9,0.8,6.0,32,33,2,0
1862,Jonathan Isaac,PF,ORL,45.3,35.3,25.1,3.4,7.8,42.6,0.9,2.7,33.7,2.4,5.1,47.5,48.4,1.3,1.7,78.5,1.2,4.1,5.3,1.1,1.2,1.6,1.1,2.0,9.0,20,22,3,0
1863,Wes Iwundu,SF,['ORL' 'TOT' 'DAL' 'NOP' 'ATL'],38.1,7.9,17.1,1.5,3.7,38.6,0.3,1.2,26.7,1.1,2.5,45.5,42.7,0.9,1.1,80.2,0.5,2.1,2.6,0.6,0.4,0.2,0.5,1.6,4.2,23,27,5,0
1864,Aaron Jackson,PG,HOU,1.0,0.0,35.0,3.0,9.0,33.3,1.0,4.0,25.0,2.0,5.0,40.0,38.9,1.0,2.0,50.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,4.0,8.0,31,31,1,0
1865,Josh Jackson,SF,['PHO' 'MEM' 'DET' 'TOT' 'SAC'],48.9,13.6,19.7,3.4,8.2,40.7,0.8,2.8,27.2,2.6,5.4,48.8,45.6,1.7,2.4,69.7,0.6,2.7,3.4,1.5,0.7,0.5,1.5,2.1,9.3,20,24,5,0
1866,Justin Jackson,SF,['SAC' 'TOT' 'DAL' 'OKC' 'MIL' 'BOS' 'PHO'],34.3,7.1,16.1,2.1,5.2,36.6,0.9,2.7,32.9,1.2,2.5,43.3,44.6,0.8,1.0,80.9,0.5,1.8,2.3,0.9,0.2,0.1,0.4,0.9,5.8,22,26,5,0
1867,Dakari Johnson,C,OKC,31.0,6.0,5.2,0.7,1.3,56.4,0.0,0.0,,0.7,1.3,56.4,56.4,0.4,0.6,55.0,0.5,0.6,1.1,0.3,0.2,0.3,0.1,0.9,1.8,22,22,1,0
1868,Omari Johnson,PF,MEM,4.0,0.0,18.8,2.3,5.3,42.9,1.0,3.0,33.3,1.3,2.3,55.6,52.4,0.0,0.0,,1.0,1.8,2.8,1.8,0.5,0.0,0.8,1.5,5.5,28,28,1,0
1869,Jalen Jones,SF,['TOT' 'NOP' 'DAL' 'CLE'],12.0,0.0,10.8,1.4,3.6,36.1,0.6,1.4,52.6,0.8,2.2,31.6,44.8,0.8,1.2,73.1,0.6,1.4,2.0,0.2,0.3,0.1,0.4,1.3,4.2,24,25,2,0
1870,Luke Kennard,SG,['DET' 'LAC'],59.4,14.8,24.5,3.8,8.5,45.0,1.9,4.6,42.1,1.9,3.9,48.0,56.3,1.1,1.3,86.4,0.3,2.7,2.9,2.3,0.5,0.2,1.0,1.6,10.7,21,25,5,0
1871,Maxi Kleber,PF,DAL,65.2,27.2,23.0,2.5,5.6,44.5,1.3,3.5,35.5,1.2,2.1,56.9,55.6,0.8,1.0,80.1,1.2,3.7,4.8,1.1,0.4,0.9,0.7,2.1,7.1,26,30,5,0
1872,Furkan Korkmaz,SG,PHI,51.2,9.8,16.4,2.4,5.9,38.1,1.3,3.6,33.7,1.1,2.3,44.3,48.3,0.8,1.1,72.3,0.3,1.7,2.0,1.2,0.5,0.1,0.6,1.1,6.8,20,24,5,0
1873,Luke Kornet,C,['NYK' 'CHI' 'TOT' 'BOS' 'CLE' 'MIL'],19.4,3.7,10.6,1.4,3.4,37.0,0.5,1.8,19.7,0.8,1.6,51.9,42.7,0.4,0.5,64.1,0.7,1.5,2.1,0.7,0.2,0.6,0.2,0.8,3.6,22,26,5,0
1874,Kyle Kuzma,PF,['LAL' 'WAS'],68.4,42.4,30.3,5.9,13.1,44.7,1.8,5.5,33.7,4.0,7.6,52.7,51.9,2.0,2.7,71.9,1.1,5.0,6.2,2.2,0.6,0.5,1.9,2.1,15.5,22,26,5,0
1875,T.J. Leaf,PF,['IND' 'POR'],36.5,0.5,7.6,1.2,2.6,48.3,0.2,0.5,32.2,1.1,2.1,51.1,51.2,0.3,0.4,66.9,0.5,1.2,1.7,0.3,0.2,0.2,0.2,0.6,2.9,20,23,4,0
